Stars,Position,Name,Class,Ht,Wt,Previous School,New School
4.0,SF,"Tate, Jr. DanaDana Tate, Jr.",SR,796-7,220,Siena,Norfolk State
2.0,SF,Taylor A.J.A.J. Taylor,RSSR,796-7,205,NC State,Grambling State
2.0,SG,Taylor BrianBrian Taylor,JR,786-6,205,UIC,Central Michigan
2.0,SG,Taylor DamontaeDamontae Taylor,SO,786-6,185,Green Bay,
2.0,PG,Taylor DyllanDyllan Taylor,SR,736-1,190,Mississippi College,Jackson State
2.0,PG,Taylor KaleimKaleim Taylor,SO,756-3,185,Milwaukee,
2.0,SF,Taylor KellonKellon Taylor,RS SR,786-6,215,Albany,McNeese
2.0,SF,Taylor KevionKevion Taylor,SR,786-6,210,Winona State,Valparaiso
2.0,SG,Taylor MasonMason Taylor,JR,766-4,185,Air Force,Kilgore College
2.0,SF,Taylor ParisParis Taylor,RS JR,796-7,215,Green Bay,Chaminade
2.0,SG,Taylor PeytonPeyton Taylor,SR,766-4,205,Grambling State,Delta State
2.0,SG,Taylor TrevonTrevon Taylor,SR,786-6,210,James Madison,Cal Poly
2.0,PG,"Taylor, Jr. AtibaAtiba Taylor, Jr.",RS JR,766-4,180,Wagner,Saddleback College
2.0,SG,Teal JordanJordan Teal,SO,756-3,175,Texas A&M–Commerce,Midwestern State
2.0,PG,Temple CalvinCalvin Temple,JR,726-0,170,Jackson State,Jones College
2.0,SG,Tennial DrewDrew Tennial,JR,776-5,210,Texas State,Oklahoma Christian
4.0,PG,Terry JalenJalen Terry,SO,726-0,165,Oregon,DePaul
3.0,C,Tertsea MichaelMichael Tertsea,RS SR,826-10,237,Gannon,Siena
2.0,PG,Thacker DamenDamen Thacker,SR,726-0,175,Idaho,Montana State Billings
2.0,SF,Thelissen NorbertNorbert Thelissen,RS FR,796-7,218,Utah,Utah State
2.0,PF,Thiombane BabacarBabacar Thiombane,SR,806-8,200,Idaho,Holy Names
2.0,PF,Thomas AndrewAndrew Thomas,SO,796-7,185,Mercer,
2.0,SG,Thomas AnthonyAnthony Thomas,SO,796-7,175,UT Martin,Tallahassee Community College
2.0,PG,Thomas AntonioAntonio Thomas,JR,746-2,183,Bradley,Kentucky Wesleyan
2.0,PG,Thomas JustinJustin Thomas,RS SR,715-11,180,Morehead State,Alcorn State
2.0,SG,Thomas JustinJustin Thomas,SO,796-7,179,Queens (NC),Navarro College
3.7,PF,Thomas LanceLance Thomas,RSSR,816-9,224,Memphis,South Alabama
5.0,SG,Thompson BryceBryce Thompson,SO,786-6,194,Kansas,Oklahoma State
2.0,SG,Thompson ConnorConnor Thompson,SO,756-3,200,Jacksonville,Young Harris
2.0,PF,Thompson TerranceTerrance Thompson,SO,806-8,225,Green Bay,Navarro College
2.0,SF,Tigney KobeKobe Tigney,RS SO,756-3,195,Radford,Garrett College
2.0,SF,Tillis DevinDevin Tillis,SO,786-6,210,UNLV,UC Irvine
4.0,SG,Timberlake EarlEarl Timberlake,SO,786-6,220,Miami,Memphis
2.0,C,Timmons CamCam Timmons,RS SO,836-11,295,Howard,Cal Poly Humboldt
2.0,PG,Toatley DonovannDonovann Toatley,RS JR,695-9,185,Monmouth,New Mexico Junior College
3.0,SG,Todd TarynTaryn Todd,RS SO,776-5,180,TCU,New Mexico
2.0,SG,Tolefree BrianBrian Tolefree,RSSR,776-5,199,UNCW,Flagler
2.0,SG,Toliver LukeLuke Toliver,SR,756-3,190,Western Michigan,Grand Valley State
2.0,SG,Toney Au'DieseAu'Diese Toney,SR,786-6,210,Pittsburgh,Arkansas
2.0,PF,Tong BolBol Tong,SR,816-9,215,New Orleans,
2.0,SF,Toppin JoJoJoJo Toppin,RS JR,776-5,190,Georgia State,Moberly Area Community College
2.0,PF,Tordoff ZionZion Tordoff,SR,806-8,225,Marist,Houston Christian
4.0,PG,Torrence SymirSymir Torrence,JR,756-3,195,Marquette,Syracuse
2.0,PF,Toumi YacineYacine Toumi,SO,826-10,210,Little Rock,Indian Hills Community College
2.0,PF,Toure AndreAndre Toure,SR,806-8,205,Southern,
2.0,SG,Townsell JalenJalen Townsell,RS JR,806-8,215,Sacramento State,Westmont
2.0,PG,Townsend JaseJase Townsend,SR,766-4,195,Denver,San Diego
2.0,PF,Traore CheickCheick Traore,SO,806-8,225,Youngstown State,Chowan
2.0,SG,"Trapp, Jr. ClydeClyde Trapp, Jr.",SR,766-4,200,Clemson,Charlotte
2.0,PG,Treacy DanteDante Treacy,SR,726-0,170,Robert Morris,UNCG
4.0,PF,Tshiebwe OscarOscar Tshiebwe,JR,816-9,260,West Virginia,Kentucky
4.0,C,Tshisumpa Mbiya JethroJethro Tshisumpa Mbiya,RS SR,826-10,260,Texas Southern,Florida Memorial University
2.0,C,Tshiyoyo HeriHeri Tshiyoyo,SR,816-9,235,Tarleton State,William Jewell
2.0,PF,Tsimbila AbdouAbdou Tsimbila,RS SO,816-9,245,Penn State,Fordham
3.0,SG,Tsohonis MarcusMarcus Tsohonis,RS SO,756-3,190,Washington,VCU
2.0,PF,Tucker DearonDearon Tucker,RS SO,826-10,240,Oregon State,Indiana State
2.0,C,Turner ConnerConner Turner,SO,857-1,225,Idaho State,Yakima Valley College
2.0,SG,Turner KievesKieves 'Deuce' Turner,SO,746-2,185,Bucknell,South Plains College
2.0,SG,Tyson CameronCameron Tyson,RS JR,756-3,190,Houston,Seattle
2.0,SG,Umude StanleyStanley Umude,SR,786-6,210,South Dakota,Arkansas
2.0,PF,Urbonavičius GertautasGertautas Urbonavičius,JR,786-6,227,North Dakota,Mary
3.0,PF,Uyaelunmo SolomonSolomon Uyaelunmo,RS JR,796-7,230,Towson,
2.0,PF,Valdez IsmaelIsmael Valdez,SR,816-9,200,ETSU,Eastern Oregon University
2.0,SF,Van Vlerah DerekDerek Van Vlerah,JR,786-6,175,Incarnate Word,
2.5,SG,Vaughn DimencioDimencio Vaughn,RS SR,776-5,215,Ole Miss,Rider
2.0,SG,Vedischev ZaharZahar Vedischev,SO,786-6,180,Utah State,
2.0,PF,Veening JordanJordan Veening,RS JR,786-6,205,Eastern Washington,Western Colorado
3.3,SG,"Verge, Jr. AlonzoAlonzo Verge, Jr.",SR,756-3,164,Arizona State,Nebraska
2.0,PG,Viana VinnieVinnie Viana,RS JR,736-1,170,UT Martin,Montevallo
2.0,PG,Vilarino AlexAlex Vilarino,RSSR,746-2,180,Boston University,
2.0,SF,Viti DavidDavid Viti,RS JR,776-5,210,Georgia Southern,Augusta
2.7,C,Vogt ChrisChris Vogt,SR,847-0,257,Cincinnati,Wisconsin
2.0,SF,Voss RileyRiley Voss,SR,786-6,230,Cornell,Wright State
2.0,PG,Vulikić VukVuk Vulikić,SO,776-5,205,UTEP,UC San Diego
2.0,PG,Vásquez AlejandroAlejandro Vásquez,RS SO,756-3,200,St. Bonaventure,Tarleton State
2.0,SG,Wade RyanRyan Wade,RS SO,746-2,185,Holy Cross,Central Michigan
2.0,PG,Wade TrevinTrevin Wade,RS JR,715-11,166,Wichita State,Eastern Kentucky
2.0,SF,Wade TreyTrey Wade,RS SR,786-6,218,Wichita State,Arkansas
4.0,C,Wahab QudusQudus Wahab,RS SO,836-11,245,Georgetown,Maryland
2.0,SG,Walker DavidDavid Walker,RS JR,766-4,215,South Alabama,Cal State Bakersfield
2.0,PG,Walker JordanJordan Walker,RSSR,715-11,170,Tulane,UAB
2.0,PF,Walker La-QuiemLa-Quiem Walker,SR,806-8,235,UT Martin,Texas A&M International
2.0,PG,Walker TysonTyson Walker,JR,736-1,180,Northeastern,Michigan State
4.0,SF,"Walker, Jr. CoreyCorey Walker, Jr.",SO,806-8,215,Tennessee,South Florida
2.0,PF,Wall KendallKendall Wall,RS SR,776-5,192,Alabama,
2.0,SG,Wallace AddisonAddison Wallace,RS JR,766-4,200,Texas State,West Texas A&M
2.0,PG,Wallace JadonJadon Wallace,SO,746-2,180,Eastern Illinois,Kaskaskia College
2.0,PF,Wallace KarringtonKarrington Wallace,SR,796-7,200,Central Connecticut State,LIU
3.0,C,Walton DallasDallas Walton,RS SR,847-0,230,Colorado,Wake Forest
4.0,SG,Walton JaykwonJaykwon Walton,JR,796-7,206,Georgia,Shelton State Community College
3.7,SG,Walton K.J.K.J. Walton,RS SR,756-3,205,Ball State,Akron
2.0,PG,Ward IsaacIsaac Ward,SO,726-0,185,UCF,Spring Hill
2.0,SG,Warren DavionDavion Warren,SR,786-6,205,Hampton,Texas Tech
2.0,PG,Warren JalenJalen Warren,SR,756-3,160,Florida Gulf Coast,UIC
2.0,SG,Warren MylesMyles Warren,RSSR,766-4,155,Washington State,Westmont College
3.3,PG,Washington HowardHoward Washington,RSSR,756-3,175,South Alabama,
2.0,PF,Washington JacobJacob Washington,RSSR,806-8,220,Bowling Green,Cal Poly Humboldt
2.0,SF,Washington MylesMyles Washington,SR,776-5,232,Prairie View A&M,Catawba
2.0,SF,Waterman BryceBryce Waterman,JR,776-5,205,Purdue Fort Wayne,Staten Island
2.0,SG,Watson DallasDallas Watson,SR,766-4,175,Saint Peter's,
2.0,PG,Watson GabeGabe Watson,SR,746-2,180,Tulane,Jackson State
3.5,SF,Watson MarcusMarcus Watson,RS SO,786-6,235,New Mexico State,North Carolina A&T
3.3,SF,Watson TorrenceTorrence Watson,SR,776-5,199,Missouri,Elon
3.0,PG,"Watson, Jr. MarcusMarcus Watson, Jr.",SO,726-0,170,Western Illinois,Iowa Western Community College
4.0,PG,Watts RocketRocket Watts,RS SO,746-2,185,Michigan State,Mississippi State
2.0,SF,Weathers MarcusMarcus Weathers,RS SR,776-5,215,Duquesne,SMU
3.0,SG,Weathers MichaelMichael Weathers,RS SR,756-3,175,Texas Southern,SMU
3.0,SG,Webster JustinJustin Webster,JR,756-3,180,Hawaii,UNLV
2.0,SF,"Webster, Jr. DerekDerek Webster, Jr.",SR,766-4,215,The Citadel,
2.0,PG,Weekly-McDaniels Ra'ShadRa'Shad Weekly-McDaniels,SO,736-1,215,Central Michigan,Moberly Area Community College
2.0,SG,Wegscheider KurtKurt Wegscheider,JR,766-4,200,New Mexico,Utah State University Eastern
2.0,C,Weir AndreAndre Weir,SO,826-10,265,Richmond,Florida Gulf Coast
2.0,PG,Wells ShahadaShahada Wells,SR,726-0,180,UT Arlington,TCU
2.0,SG,Wenzel BrendanBrendan Wenzel,RS SO,796-7,203,Utah,Wyoming
2.0,PG,West JarrodJarrod West,SR,715-11,180,Marshall,Louisville
2.0,SF,Weyand MattMatt Weyand,SR,776-5,196,Arizona,Concordia Irvine
2.0,PF,Whatley JustinJustin Whatley,RSSR,816-9,230,North Carolina Central,North Carolina A&T
3.0,PF,Wheeler AaronAaron Wheeler,RSSR,816-9,205,Purdue,St. John's
3.0,PG,Wheeler JamariJamari Wheeler,SR,736-1,170,Penn State,Ohio State
2.0,PG,Wheeler SahvirSahvir Wheeler,JR,695-9,180,Georgia,Kentucky
2.0,SF,White JalanniJalanni White,SR,806-8,205,Canisius,Penn State
2.0,SF,White JalenJalen White,JR,776-5,240,Texas A&M–Corpus Christi,UNCG
2.0,SG,White JalenJalen White,SO,766-4,180,Ohio,Nicholls
2.0,PG,White JuwanJuwan White,SR,746-2,185,Stony Brook,Texas A&M International
2.0,SF,Whitehead KalilKalil Whitehead,JR,776-5,200,Chicago State,Henry Ford College
2.0,SG,Whitens JasonJason Whitens,RSSR,786-6,210,Western Michigan,Michigan State
2.0,SG,Whiteside CameronCameron Whiteside,SR,776-5,190,Virginia–Wise,Winthrop
2.0,SF,Whitley BrionBrion Whitley,RSSR,766-4,200,Murray State,Southern
2.0,PG,Whitmore MichaelMichael Whitmore,RS FR,705-10,160,Lee,Auburn
2.0,SG,Wiel RandellRandell Wiel,SO,756-3,185,Maine,Daytona State College
2.0,C,Wilbar SimonSimon Wilbar,RS SO,836-11,235,Lincoln Memorial,Indiana State
2.0,SF,Wilbon CameronCameron Wilbon,SR,776-5,200,Robert Morris,Sacramento State
2.0,PF,Wilbourn C.J.C.J. Wilbourn,JR,796-7,235,Milwaukee,Wright State
4.0,SG,Wilcher C.J.C.J. Wilcher,SO,776-5,221,Xavier,Nebraska
2.0,SG,"Wilcox, Jr. TedrickTedrick Wilcox, Jr.",JR,786-6,188,Dominican (NY),St. Francis Brooklyn
2.0,PF,Wiley JacobJacob Wiley,SR,796-7,210,UIC,Marian University
2.0,PG,Wiley JohquinJohquin 'Pinky' Wiley,SR,715-11,175,Delaware State,Hampton
4.0,C,Wilkins DeAndreDeAndre Wilkins,JR,826-10,235,Wagner,Elizabeth City State
2.0,SF,Wilkins IsaiahIsaiah Wilkins,SR,766-4,220,Wake Forest,Longwood
2.0,SF,Wilkins KawaniseKawanise Wilkins,RSSR,776-5,225,Western Michigan,Lewis
2.0,SG,Williams AlondesAlondes Williams,SR,776-5,210,Oklahoma,Wake Forest
2.7,PF,Williams BrysonBryson Williams,RS SR,806-8,240,UTEP,Texas Tech
2.0,C,Williams DalinDalin Williams,SR,816-9,220,Northwestern State,West Texas A&M
2.0,PF,Williams DeaquanDeaquan Williams,SR,806-8,215,Lincoln (PA),South Carolina State
2.0,PF,Williams DerickoDericko Williams,RS SO,806-8,215,UNCG,Tallahassee Community College
4.0,SG,Williams DonovanDonovan Williams,JR,786-6,190,Texas,UNLV
2.0,PF,Williams ElyjahElyjah Williams,SR,796-7,220,Fairleigh Dickinson,Northwestern
2.0,PG,Williams IbnIbn Williams,SR,715-11,165,Coppin State,Morehouse
2.0,PF,Williams IsaiahIsaiah Williams,RS SR,806-8,225,IUPUI,Jackson State
2.0,PF,Williams JannsonJannson Williams,RS SR,816-9,221,Marshall,Eastern Kentucky
2.0,SF,Williams JaronJaron Williams,SR,786-6,210,UT Martin,Robert Morris
2.0,SG,Williams JordanJordan Williams,RSSR,776-5,190,St. Francis Brooklyn,Post
2.0,PG,Williams KalenKalen Williams,JR,746-2,175,New Mexico State,Dodge City Community College
2.0,SF,Williams KamariKamari Williams,JR,796-7,170,Boston College,Miami (OH)
3.0,SG,Williams KeithKeith Williams,SR,776-5,215,Cincinnati,Western Kentucky
2.0,PG,Williams KeshawnKeshawn Williams,SO,756-3,175,Tulsa,Northern Illinois
2.0,PG,Williams MarcusMarcus Williams,RS FR,746-2,197,Wyoming,Texas A&M
2.0,SG,Williams MasonMason Williams,RS JR,766-4,184,Fordham,Bridgeport
2.0,PG,Williams RashadRashad Williams,RS JR,746-2,185,Oakland,Saint Louis
3.0,SF,Williams RashunRashun Williams,SR,796-7,220,South Florida,Radford
2.0,PG,Williams RudiRudi Williams,RS JR,746-2,190,Kansas State,Coastal Carolina
3.0,PG,Williams ShawnShawn Williams,RS SR,736-1,180,Nicholls,Arkansas–Pine Bluff
2.0,SG,Williams TaeTae Williams,JR,796-7,205,Tennessee Tech,John A. Logan College
2.0,PG,Williams TraydenTrayden Williams,SO,746-2,170,Robert Morris,
2.0,C,Williams TreTre Williams,JR,796-7,250,Indiana State,Duquesne
4.0,SG,Williams Tre'Tre' Williams,RS SO,786-6,200,Minnesota,Oregon State
2.0,SG,Williams ZionZion Williams,SR,766-4,195,Kansas City,Gardner–Webb
4.0,SG,"Williams, Jr. GregGreg Williams, Jr.",SR,756-3,205,St. John's,Louisiana
2.0,PG,Willis AlphonsoAlphonso Willis,RS SR,766-4,190,Young Harris,Texas A&M–Commerce
2.0,PG,Willis DiegoDiego Willis,SR,766-4,175,NJIT,Stephen F. Austin
2.0,PG,Willis KeastonKeaston Willis,JR,756-3,190,Incarnate Word,Louisiana Tech
3.0,SG,Willis PaytonPayton Willis,RS SR,766-4,200,College of Charleston,Minnesota
3.0,SF,Wilson A.J.A.J. Wilson,RS SR,796-7,235,George Mason,South Carolina
2.0,PG,Wilson CharlesCharles Wilson,RSSR,746-2,175,Southern Indiana,Georgetown College
2.0,SF,Wilson ChristianChristian Wilson,RSSR,786-6,195,Longwood,
3.0,PG,Wilson MylikMylik Wilson,RS SO,746-2,170,Louisiana,Texas Tech
2.0,PF,Wilson OdellOdell Wilson,RS JR,786-6,245,North Dakota State,Missouri Southern
2.0,PF,Wilson R.J.R.J. Wilson,RS SO,796-7,240,Appalachian State,Chowan
2.0,PF,Wilson XavierXavier Wilson,JR,796-7,210,Central Connecticut State,Le Moyne
3.0,PG,Winston DeschonDeschon Winston,SR,766-4,175,Central Michigan,De La Salle University
3.0,SF,Winston JustinJustin Winston,RS SO,806-8,220,St. Bonaventure,Robert Morris
2.0,SG,Wise LarryLarry Wise,RS JR,766-4,194,North Texas,West Texas A&M
2.0,SF,Witt SaiSai Witt,RS JR,806-8,230,Lincoln (MO),Texas–Rio Grande Valley
2.0,C,Witz TylerTyler Witz,SR,816-9,240,North Dakota State,Saginaw Valley State
2.0,SG,Wojcik PaxsonPaxson Wojcik,JR,776-5,200,Loyola Chicago,Brown
2.0,SG,Wolfe JakeJake Wolfe,RS JR,776-5,200,Lipscomb,Morehead State
2.0,PG,Womack AmoreyAmorey Womack,RS SO,756-3,190,Tennessee State,Shelton State Community College
3.0,SG,Wood DianteDiante Wood,RS JR,766-4,210,Jacksonville,Tennessee Tech
4.0,PG,Wood ElijahElijah Wood,SO,776-5,175,Nebraska,Eastern Illinois
3.0,PF,Wood MosesMoses Wood,RS JR,806-8,210,UNLV,Portland
2.0,SF,Woodall CameronCameron Woodall,SR,796-7,225,Grambling State,Tougaloo College
2.0,PG,Woods KamKam Woods,SO,746-2,185,Troy,Northwest Florida State College
4.0,SG,Woods SeventhSeventh Woods,RS SR,746-2,184,South Carolina,Morgan State
2.0,PG,Woods II HollandHolland Woods II,SR,736-1,180,Arizona State,GCU
2.0,PG,Worster RollieRollie Worster,SO,766-4,203,Utah State,Utah
4.0,SG,Wright EliEli Wright,RS SR,776-5,190,Western Kentucky,Union College
3.7,SF,Wright HameirHameir Wright,SR,806-8,208,Washington,North Texas
2.0,SF,Wright JahmalJahmal Wright,RSSR,786-6,183,Maryland Eastern Shore,Simon Fraser
2.0,SF,Wright SimonSimon Wright,SR,796-7,225,Elon,Maryland
3.5,SG,"Wright, Jr. SharoneSharone Wright, Jr.",SR,776-5,185,Morgan State,
2.0,C,Wuor GabrielGabriel Wuor,SO,857-1,203,Stetson,Northwest Florida State College
2.0,SG,Yagodin MykhailoMykhailo Yagodin,RSSR,776-5,195,Maine,Southeastern University
2.0,PG,Yap DonavanDonavan Yap,SO,776-5,185,UNLV,Fresno State
3.0,PG,Yesufu JosephJoseph Yesufu,JR,726-0,180,Drake,Kansas
3.0,PF,Yetna AlexisAlexis Yetna,RSSR,806-8,225,South Florida,Seton Hall
2.0,PG,Young JacksonJackson Young,SO,746-2,190,Texas A&M,Hawaii Pacific
3.7,SG,Young JacobJacob Young,RS SR,756-3,185,Rutgers,Oregon
2.0,SG,Youngman A.J.A.J. Youngman,RSSR,766-4,190,Idaho,Kentucky Wesleyan
3.0,PG,Zachery MalikMalik Zachery,RS JR,746-2,175,Buffalo,South Plains College
4.0,C,Zakharov PavelPavel Zakharov,JR,847-0,235,Gonzaga,California Baptist
2.0,SG,Zeigler DavinDavin Zeigler,JR,756-3,175,Bowling Green,Indian Hills Community College
2.0,PF,Zeil NicNic Zeil,JR,796-7,210,Creighton,Colorado Christian
2.0,C,Zink NevinNevin Zink,SR,816-9,230,USC Upstate,Boston University
2.0,SF,de Sousa MalachiMalachi de Sousa,SR,786-6,200,Rider,Campbellsville University
2.0,PF,Šakickas DomantasDomantas Šakickas,RSSR,796-7,210,Coppin State,Hawaii Pacific
2.0,PF,Šipkovský RastislavRastislav Šipkovský,RS FR,776-5,210,Hartford,Central Michigan
2.0,SG,Škorić LazarLazar Škorić,SR,756-3,190,Fordham,
